month,exact_date_value,week_value,date_sin,date_cos,day_of_year,day_of_year_sin,day_of_year_cos,full_date_ymd
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,5,1,0.8486442574947509,0.5289640103269624,340,0.0859647987374464,0.9962981749346078,2024-12-05
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,7,2,0.9884683243281114,0.1514277775045767,342,0.1202080448993527,0.9927487224577402,2024-12-07
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
